id,content,label,background
255,帅哥团,0,该用户是在夸赞直播间的男性主播或团队成员外形出众，并表达对他们的喜爱和支持。
256,什么时候又上满婷,1,该用户想询问满婷产品何时再次补货上架。
257,有肉松吗,1,该用户是在询问直播中售卖的产品是否包含肉松口味或成分。
258,手好看,0,该用户可能是在夸赞主播或展示商品的手部特写很好看，暗示对商品或主播外形的兴趣。
259,上桌子试一试,0,该用户可能是对主播展示的产品功能感兴趣，想通过实际演示（如把产品放在桌上试用）来进一步了解产品效果。
260,啦啦啦啦啦啦啦,0,该用户可能是在随意哼唱或表达轻松愉悦的情绪，并无明确购买意向。
261,优秀啊,0,该用户想表达的含义是：对直播内容或主播表现的高度赞赏和认可。
262,可以只要颈椎贴吗,1,该用户想询问是否能够单独购买直播中提到的颈椎贴产品。
263,聊逛公园和谁去了,0,该用户可能是在询问主播之前提到的某个关于逛公园的话题细节，比如当时和谁一起去的，表达了对主播个人生活或直播内容的兴趣和好奇。
264,到理发店开盲盒,0,该用户可能在调侃或吐槽理发店的技术不稳定，剪发效果像开盲盒一样难以预料。
265,隔着屏幕噎口水啦,0,该用户想表达的含义是：直播展示的美食看起来太诱人，让人忍不住想流口水。
266,妹妹好好吃饭,0,该用户可能是在以轻松调侃的方式表达对主播（或直播中人物）的关心，暗示对方在忙碌直播的同时也要注意身体、按时用餐。
267,爱七七,0,该用户可能在表达对主播或商品的喜爱和支持，类似于“好喜欢七七（主播/产品名）”的亲切称呼。
268,更精神了,0,该用户想表达的含义是：主播换了新造型或状态更好，显得更有活力了。
269,有没有空刻意面,1,该用户是在询问直播间是否有售卖空刻意面这款产品。
270,什么时候,0,该用户可能是在询问主播当前展示的商品或活动何时开始或再次上架。
271,不要剪绳子,0,该用户可能在请求主播不要剪断或改动当前展示商品上的装饰绳或功能绳（如饰品挂绳、包装绳等），希望保留原样。
272,三小只非常棒,0,该用户是在夸赞直播中出现的三位主播或产品代言人表现出色。
273,冯冯最帅,0,该用户是在夸赞主播冯冯的外貌出众，表达对主播的喜爱和支持。
274,冯冯,0,该用户是在表达对主播“冯冯”的支持或喜爱。
275,有蓝胖子吗,1,该用户可能在询问直播间是否有售卖“蓝胖子”相关产品。
276,明明好看,0,该用户想表达的含义是：主播的穿搭或展示的商品款式很吸引人。
277,太帅了吧,0,该用户是在夸赞主播或展示商品的模特外形出众，表达对人物形象的欣赏和喜爱。
278,碗卖吗,1,该用户是在询问直播中展示的碗是否可供购买。
279,早上好,0,该用户可能是在以轻松问候的方式融入直播间的互动氛围，试图引起主播或其他观众的注意。
280,明明啥年代的,0,该用户想表达的含义是：这个产品看起来很有年代感/复古风格。
281,帅到爆,0,该用户是在夸赞主播或展示商品的形象气质出众，表达欣赏和喜爱的情绪。
282,小孙有学识大智慧,0,该用户是在夸赞主播小孙的才华和人格魅力，表达对其专业素养或个人特质的欣赏。
283,好东西,1,该用户想表达的含义是：这件商品看起来很不错，我很感兴趣。
284,支持冯冯大才子,0,该用户是在表达对主播“冯冯”的喜爱和支持，可能是被其个人魅力或直播内容所吸引而发出的鼓励性互动。
285,杰西唱歌非常好听,0,该用户是在夸赞主播杰西的才艺表现，表达对其歌唱能力的欣赏和喜爱。
286,意面好吃,1,该用户可能在询问或确认直播中提到的意面产品的口味体验，暗示对购买该食品感兴趣。
287,鹏鹏炫起来,0,该用户可能在以轻松调侃的方式鼓励主播（鹏鹏）更活跃地展示或试吃产品，表达对直播内容的积极参与和支持。
288,我在沈阳天也黑了东早西晚,0,该用户想表达的含义是：我所在的沈阳天黑时间比东部早、比西部晚。
289,爱你呦,0,该用户是在向主播或直播间中的某位角色（如“冯冯”）表达喜爱和支持的情感。
290,什么时候去,0,该用户可能是在询问直播中提到的某个商品或活动环节的具体开始时间。
291,现在,0,该用户可能是在询问当前直播中正在介绍或展示的商品是否即刻开售或是否有促销活动。
292,哈哈哈哈哈哈,0,该用户可能被直播间的欢乐氛围或主播的幽默表现逗乐，用大笑表达轻松愉悦的情绪，但并未直接体现购买意向。
293,这么晚才吃饭,0,该用户可能是在感叹主播直播时间较晚，间接表达对主播辛苦工作的关心或对直播时长的惊讶。
294,董宇辉说的,0,该用户可能是想询问或确认董宇辉在直播中提到的某个产品或观点。
295,卖货卖货,1,该用户可能是催促主播加快节奏或正式进入卖货环节。
296,你这样会吃胖的,0,该用户可能在调侃主播当前展示的食品或吃播行为，暗示这样吃下去容易发胖，带有轻松打趣的意味。
297,没有火龙果了啊,1,该用户想表达的含义是：对直播间商品火龙果已售罄感到遗憾或询问是否还会补货。
298,已拍加急,1,该用户想表达自己已经下单并选择了加急配送服务，表明其有明确的购买意愿和急切收货的需求。
299,有什么好处,0,该用户可能在询问直播中推荐的产品或服务能带来哪些实际优惠或独特价值。
300,江西入场,0,该用户可能是想询问主播是否已经轮到江西地区的商品或活动环节。
301,鹏鹏不要限定年龄,0,该用户希望主播鹏鹏不要对商品或活动设置年龄限制，以便更多观众能参与购买。
302,各人各爱这个酱油没那个鲜,1,该用户想表达的含义是：不同人有不同口味偏好，这款酱油的鲜味不如另一款。
303,弥猴桃很好吃,1,该用户可能是在认可主播推荐的产品品质，暗示对猕猴桃有兴趣或已购买体验良好。
304,冯冯牛逼,0,该用户是在热情夸赞主播“冯冯”的表现或能力，表达对其的喜爱和支持。
305,兄弟们昭通苹果巨好吃我这是云南的但是我怕买不对专门来这里买的,1,该用户想表达的含义是：自己作为云南人认可昭通苹果的品质，但担心在其他渠道买到假货，所以特意来这个直播间购买以确保正品。
306,南通也有通州,0,该用户可能是在调侃或纠正直播中提到的地名信息，暗示南通和通州是两个不同的地方。
307,腰果可以用20的券吗,1,该用户想询问当前直播间的优惠券是否适用于购买腰果产品。
308,哈哈哈哈哈哈哈哈哈哈哈哈,0,该用户被直播间的欢乐氛围或主播的幽默表现逗乐，纯粹在表达开怀大笑的情绪。
309,自营冷链产品都不配送,1,该用户可能在抱怨直播间推荐的自营生鲜商品无法配送到自己所在地区，因而感到失望或不满。
310,可爱明,0,该用户可能在用昵称或简称表达对主播或商品的喜爱，暗示被展示物品的可爱特质吸引。
311,北京都拍不了,0,该用户可能是在遗憾地表示自己所在的北京地区无法参与当前直播间的商品购买或配送服务。
312,啊哈嘿,0,该用户可能是在轻松互动中表达随性的附和或跟着直播氛围起哄。
313,明明棒棒哒,0,该用户是在夸赞主播或商品表现优秀，表达喜爱和支持的态度。
314,母的爱情啥,0,该用户可能是在询问或调侃主播推荐的产品是否适合母亲或长辈使用。
315,你到底还卖不卖货,0,该用户可能是在催促主播加快节奏或回归正题，表达对当前直播内容偏离卖货主题的不满或急切想了解商品信息的心情。
316,梨肉细腻吗,1,该用户是在询问直播中展示的梨子果肉的口感是否细嫩，以此判断是否值得购买。
317,有几个,1,该用户可能在询问当前展示的商品有几种规格或款式可选。
318,董董会,0,该用户可能在呼唤主播“董董”并期待其回应或介绍商品。
319,干饭小王子,0,该用户可能是以幽默昵称的方式表达对主播或直播内容的喜爱，暗示自己是个热衷美食的活跃观众。
320,河南入场,0,该用户可能是以地域身份表明自己的存在感，类似其他观众报地名互动的行为。
321,抬头纹都出来了,0,该用户可能在调侃主播表情夸张或卖力推销时的面部表情，暗示主播过于投入导致皱纹明显。
322,好吃,1,该用户想表达的含义是：对直播中展示的食品表示认可和喜爱。
323,擦手擦手,0,该用户可能是在催促主播加快节奏或切换商品，暗示当前环节（如试吃、展示）已经结束，希望进入下一流程。
324,艾草贴,1,该用户可能是在询问或表达对直播中提到的“艾草贴”产品的兴趣，想了解详情或考虑购买。
325,什么时候会有核桃,1,该用户是在询问直播中是否会推出核桃商品以及具体的上架时间。
326,这个我买了流油,1,该用户想表达的含义是：这款产品我已经购买并且体验非常好（用“流油”形容效果或品质超出预期）。
327,什么时候有牛奶,1,该用户是在询问直播中是否会推出牛奶产品以及具体的上架时间。
328,杰西唱歌好听,0,该用户可能是在赞赏主播的才艺表现，而非直接表达对商品的购买兴趣。
329,这个卖的是啥啊,1,该用户可能因直播节奏较快或信息不清晰，想确认当前展示商品的具体品类或功能。
330,喜欢冯冯,0,该用户是在表达对主播“冯冯”的喜爱和支持。
331,好多东西我们甘肃都寄不到,1,该用户可能因所在地区无法购买直播商品而感到遗憾和不满。
332,好用我家用的就是这个,1,该用户想表达的含义是：我正在使用这款产品并且体验很好，推荐给大家。
333,虾仁什么时候上,1,该用户是在询问直播中即将销售的虾仁产品何时开始推介。
334,七七早上好,0,该用户可能是以问候主播的方式表达对直播的关注和参与感，试图融入直播间的互动氛围。
